Chunk_num,index 0,index 1,index 2,index 3,index 4,index 5,index 6,index 7,index 8,index 9,index 10,index 11,index 12,index 13,index 14,index 15,index 16,index 17,index 18,index 19,index 20,index 21,index 22,index 23,index 24,index 25,index 26,index 27,index 28,index 29,total time (ms),Received Size (MB),throughput (Mbit/s),QoE
34,20.40699999999873,28.32000000000079,28.394999999996173,28.187000000002627,28.824999999997658,28.266000000002123,28.610999999997944,28.184000000003095,28.568999999997402,28.403000000004397,28.351999999998156,28.340999999997507,28.42799999999812,29.13300000000163,28.399000000000285,28.35600000000227,28.317000000001258,28.373999999999455,28.438000000001296,28.179999999998984,28.135999999996386,28.446000000002414,28.19300000000169,28.382000000000573,28.328999999999382,29.13799999999611,28.202000000000282,28.413000000000466,28.115999999997143,28.36300000000591,0,0.0,829.1844497117397,140
35,39.661999999999864,38.96699999999953,39.306000000003394,38.66999999999621,38.85500000000519,38.9549999999943,38.57500000000158,39.11099999999834,38.68200000000144,61.24600000000413,34.884999999995614,38.676000000002375,38.69600000000162,38.72099999999534,38.68100000000396,38.68299999999891,38.61899999999707,38.78699999999924,38.78800000000382,38.60199999999736,38.665000000001726,38.70899999999722,38.73400000000515,38.665000000001726,38.63799999999884,38.71900000000039,38.751999999995235,38.77599999999859,38.63300000000436,-1,182.88758620689904,0.0,612.1781473390353,139.0855620689655
36,36.712999999998885,35.18400000000099,35.33199999999681,34.95900000000063,34.98100000000193,35.125999999998214,34.863999999998896,34.96799999999922,35.204000000000235,34.94900000000456,38.9199999999974,31.700999999998203,34.84600000000171,35.001999999998645,34.823000000002935,35.01399999999677,34.80300000000369,34.97999999999735,35.036000000005174,34.699999999993736,34.86500000000348,34.95399999999904,34.89300000000384,34.887999999995145,34.863999999998896,34.923000000006255,35.697999999996455,34.075999999998885,34.888999999999726,34.986000000003514,51.14100000000121,0.0,665.9430085973235,139.744295
37,35.28800000000132,36.60099999999744,36.83399999999892,36.75700000000148,36.42800000000079,36.777000000000726,37.03500000000304,36.560999999998955,36.5809999999982,36.58500000000231,36.54099999999971,36.66099999999517,37.02400000000239,36.52699999999953,36.53800000000018,36.62400000000332,36.448000000000036,36.698999999998705,37.11299999999795,36.46499999999975,36.587000000004366,36.65399999999863,36.64500000000004,36.56999999999755,36.5460000000013,36.52699999999953,36.82099999999622,36.495000000002165,36.56500000000307,36.53399999999607,98.03099999999887,0.0,637.5047699017612,139.509845
38,37.73399999999994,36.09799999999996,35.78999999999999,36.293000000000134,35.13499999999992,35.931000000000154,35.61199999999998,35.74900000000003,35.54499999999994,35.70699999999994,35.72200000000025,35.92499999999976,35.31100000000009,35.57500000000013,35.55200000000003,35.676000000000045,35.54299999999966,35.674000000000206,35.60099999999977,35.644000000000005,35.646999999999984,35.42700000000032,35.56899999999974,35.86500000000026,35.37299999999988,36.62499999999991,34.696999999999974,36.09400000000029,34.98299999999999,-1,71.82448275862097,0.0,675.612418528381,139.6408775862069
39,37.240000000000606,35.944999999999894,35.90800000000005,35.944999999999894,35.522000000000276,36.01199999999949,35.480999999999874,35.80400000000061,35.74799999999989,35.59999999999963,35.7050000000001,35.645999999999844,35.59599999999996,35.5610000000004,35.60099999999977,35.7580000000004,35.43800000000008,35.72799999999976,35.43399999999952,35.73300000000046,35.45700000000007,35.658999999999885,35.661000000000165,35.4479999999997,35.639999999999894,35.822000000000465,35.45700000000007,35.61799999999948,35.60600000000047,-1,71.48931034482841,0.0,675.8237567497891,139.64255344827586
40,41.66100000000128,40.72999999999993,41.0269999999997,40.49499999999995,40.66399999999959,40.634000000000725,40.47599999999996,40.86700000000043,40.300999999999476,83.32799999999985,37.05000000000069,40.433999999999415,40.42300000000054,40.611999999999426,40.300999999999476,40.66599999999987,40.40100000000102,40.39599999999943,40.36499999999954,40.44600000000109,40.54999999999964,40.44900000000062,40.46999999999912,40.36100000000076,40.51699999999947,40.4959999999992,40.5540000000002,40.35499999999992,40.449999999999875,-1,257.3920689655176,0.0,575.904643354595,138.7130396551724
41,45.03200000000085,44.85700000000037,45.085000000000264,44.66399999999915,44.60599999999992,44.77600000000059,44.47199999999896,44.53200000000024,44.90100000000119,44.321999999999306,44.76700000000022,44.573999999999,44.46400000000139,44.63799999999907,44.31300000000071,44.6869999999997,44.42500000000038,44.50299999999885,44.44900000000018,44.43400000000075,44.65399999999953,44.54199999999986,44.40899999999992,44.52700000000043,44.57099999999947,44.40600000000039,44.49499999999951,44.55700000000107,44.39499999999974,44.54400000000014,337.60100000000114,0.0,523.324967609922,138.311995
42,18.055000000000376,26.658999999998656,26.530000000001053,26.557000000000386,27.17999999999776,26.51400000000237,26.852999999999128,26.530999999998528,26.854000000000156,26.557000000000386,26.79900000000046,26.57299999999907,26.869000000001364,27.193000000000467,26.87299999999837,26.43199999999979,26.699000000000694,26.4950000000006,26.790999999999343,26.406000000001484,26.747999999997774,26.388000000000744,26.801999999999992,26.465999999999212,27.462000000003428,26.620999999998674,26.61200000000008,26.43899999999988,26.659999999999684,-1,0,0.0,914.2940735458153,140
43,31.11600000000081,34.09100000000009,34.05700000000067,34.133000000000635,34.30999999999784,34.26600000000235,33.98699999999977,34.05699999999712,33.8280000000033,34.35299999999941,33.877999999997854,33.78800000000126,34.112000000000364,33.69599999999906,33.86400000000123,34.50199999999981,33.743999999998664,33.8630000000002,34.05100000000161,33.68799999999794,34.314000000001954,33.930999999999045,33.81200000000106,33.82299999999816,33.9330000000011,33.97999999999968,33.77800000000164,33.92899999999699,33.74200000000016,-1,16.509655172413538,0.0,712.3768351336116,139.91745172413795
44,35.779999999999035,33.730000000002036,34.18100000000024,33.55900000000034,33.61800000000059,33.80099999999686,33.589000000002756,33.88599999999897,33.553000000001276,33.721999999997365,33.75300000000081,33.47700000000131,33.67199999999926,33.732999999998015,33.35000000000221,33.746999999998195,33.44500000000039,33.59700000000032,33.56199999999987,33.59800000000135,33.584999999998644,33.59500000000182,33.72699999999895,33.50999999999971,33.53699999999904,33.59500000000182,33.64999999999796,33.44099999999983,33.75100000000231,-1,11.459310344828832,0.0,715.9338231684359,139.94270344827584
45,38.01499999999791,36.56400000000204,36.825999999997805,36.39300000000034,36.44000000000247,36.578999999999695,36.263999999999186,36.74799999999934,36.466000000000776,36.246999999999474,36.38899999999978,36.31000000000029,36.325000000001495,36.3619999999969,36.36700000000204,36.42500000000126,36.26899999999722,36.40800000000155,36.2480000000005,36.30199999999917,36.373999999998574,36.22299999999967,36.371000000002596,36.37600000000063,36.44499999999695,36.26900000000077,36.597000000000435,36.129999999999995,36.19099999999875,-1,93.3686206896529,0.0,662.2999026419157,139.53315689655173
46,37.819999999999965,34.29099999999963,34.459000000001794,34.49799999999925,34.082999999998975,34.459000000001794,34.278000000000475,34.635999999999,34.25800000000123,34.00099999999995,34.264000000000294,34.3359999999997,34.043999999997965,34.317000000001485,39.51800000000105,29.0399999999984,34.11600000000092,34.41099999999864,34.24400000000105,34.11600000000092,34.404999999999575,34.046999999997496,34.07600000000244,34.238999999999464,34.35100000000091,34.34000000000026,34.05599999999964,34.33099999999811,34.17800000000071,34.23700000000096,31.449000000001615,0.0,678.6569185679554,139.842755
47,44.73899999999986,44.73400000000538,45.10499999999951,44.49699999999979,44.73199999999622,51.867999999998915,44.176000000000215,44.76200000000574,44.78499999999741,44.37200000000274,44.503999999996324,50.16700000000185,44.57999999999629,44.43799999999953,44.445000000003176,44.46099999999831,44.56400000000116,44.527000000002204,44.553999999997984,44.35500000000303,44.7109999999995,44.42299999999477,44.417000000002815,44.50899999999791,44.52500000000015,44.40100000000058,44.581999999998345,44.51800000000361,44.595999999998526,-1,350.0486206896571,0.0,536.379149563195,138.24975689655173
48,34.37500000000426,38.23399999999566,38.62500000000324,38.31600000000179,38.20899999999483,38.802000000004,38.29499999999797,38.032000000001176,38.16499999999934,38.34100000000262,38.57099999999747,38.09700000000049,38.13000000000244,38.21399999999642,38.01200000000193,38.5390000000001,38.13199999999739,38.10000000000002,38.13999999999851,37.991000000005215,38.74700000000075,38.12899999999786,38.07599999999667,38.08000000000078,38.0439999999993,38.195000000001755,38.221999999997536,38.082000000002836,38.02499999999753,-1,143.02068965517267,0.0,633.5300293233897,139.28489655172413
49,40.390000000002146,43.56599999999844,43.60499999999945,43.67700000000241,43.71299999999678,43.50800000000277,44.176000000000215,43.58400000000273,43.46199999999811,43.489000000001,43.541999999995085,44.11900000000202,43.5370000000006,43.64699999999999,43.374000000000024,43.542999999999665,43.5810000000032,44.14200000000079,43.350999999994144,43.72800000000154,43.56100000000396,43.51299999999725,43.58599999999768,43.671000000003346,43.388000000000204,43.51099999999519,43.68700000000558,43.478999999997825,43.60100000000244,-1,305.2389655172461,0.0,554.7933751330494,138.4738051724138
50,74.2090000000033,44.31000000000296,44.482999999999606,44.8599999999999,44.647999999995136,44.68299999999914,44.61500000000029,44.506000000005486,44.71399999999903,44.477000000000544,44.58299999999582,44.3740000000048,44.517999999996505,44.67000000000354,44.46699999999737,44.451999999999714,44.454999999999245,44.54499999999939,44.60100000000011,44.28500000000213,44.57000000000022,44.368999999996106,44.70300000000549,44.508000000000436,44.35299999999387,44.494000000000256,44.65300000000383,44.44699999999813,44.52400000000267,44.45599999999672,365.5320000000015,0.0,512.6207221800729,138.17234
51,36.19799999999884,33.64700000000198,33.989999999995746,33.66499999999917,33.74200000000371,55.58099999999655,33.491000000005045,33.76999999999697,65.20599999999632,33.49600000000663,33.55099999999567,33.77900000000267,33.646999999994875,33.46500000000674,33.6679999999987,33.64099999999581,33.57000000000454,33.5759999999965,33.67200000000281,33.59999999999985,33.50199999999859,33.50799999999765,33.75300000000436,33.518000000000825,33.48599999999635,33.69400000000411,33.48899999999588,33.58599999999967,33.8169999999991,33.41500000000508,64.72300000000098,0.0,657.4479935156838,139.67638499999998
