Chunk_num,index 0,index 1,index 2,index 3,index 4,index 5,index 6,index 7,index 8,index 9,index 10,index 11,index 12,index 13,index 14,index 15,index 16,index 17,index 18,index 19,index 20,index 21,index 22,index 23,index 24,index 25,index 26,index 27,index 28,index 29,stalling time,PSNR,Chunk Bitrate,QoE
1,33.63699999999881,30.788000000001148,30.516999999999683,30.963999999999103,30.795000000001238,30.680000000000263,30.59799999999946,30.967999999999662,30.62300000000029,30.744999999999578,30.858999999999526,30.726000000001363,30.769999999998632,30.552000000000135,30.704000000000065,30.66500000000083,30.720000000000525,30.701999999999785,30.688999999998856,30.78200000000031,30.694000000000443,30.556999999999945,30.66300000000055,30.712999999998658,31.08100000000036,30.34900000000107,30.649999999999622,30.60699999999983,30.65100000000065,-1,109.10910344827607,61.39,50,118.22544827586196
2,36.498000000001696,19.719999999999516,19.41799999999816,19.9770000000008,19.819999999999283,19.632000000001426,22.088000000000108,17.458000000001306,19.687999999998596,46.936999999999784,19.746000000001374,19.527000000000072,19.63699999999946,19.711999999998397,19.69400000000121,19.747999999999877,19.576000000000704,19.711999999998397,19.724000000000075,20.534000000001384,18.990999999999758,19.603000000000037,19.63999999999899,19.677999999998974,19.763000000001085,19.766000000000616,19.62299999999928,19.724000000000075,19.667000000001877,-1,0,61.39,50,172.78
3,25.131999999999266,14.158999999999367,21.643999999998442,21.647000000001526,22.279000000001048,21.6019999999979,22.05200000000218,21.46899999999974,21.774000000000626,21.753000000000355,21.795999999998372,21.724999999999994,21.833999999998355,22.234000000000975,21.86200000000227,21.666999999997216,21.80399999999949,21.661000000001707,21.719999999998407,21.69500000000113,22.16800000000063,21.3940000000008,21.487000000000478,21.80399999999949,21.80800000000005,22.247000000000128,21.89899999999767,21.606000000002012,21.678999999998894,-1,0,55.93,12,161.86
4,19.80000000000004,31.56800000000004,31.83699999999945,31.91100000000091,32.291000000000736,31.67399999999887,32.32399999999913,31.556000000001916,32.180999999997795,31.787000000001342,31.956000000000984,31.84699999999907,31.976000000000226,32.864000000000004,32.01199999999815,31.739000000001738,31.790000000000873,32.021999999997774,31.666000000001304,31.69600000000017,31.900999999997737,31.795999999999935,31.74800000000033,31.8940000000012,31.62800000000132,31.94299999999828,32.72099999999867,32.01500000000124,31.676000000000926,-1,134.39600000000019,55.93,12,94.6619999999999
5,11.699000000000126,6.000000000000227,4.231000000000762,4.152000000001266,4.524999999997448,4.457000000002154,4.498999999999143,4.594000000000875,4.577999999998639,4.521000000000441,4.595999999999378,4.422999999999178,4.7580000000024825,4.497000000000639,4.519999999999413,4.526999999999504,4.592999999999847,4.668999999999812,4.314999999998292,4.624000000003292,4.406999999996941,4.447000000002532,4.584999999998729,4.626999999999271,4.61299999999909,4.533000000002119,4.464999999999719,4.345000000000709,4.633999999999361,-1,0,61.39,50,172.78
6,30.934000000002015,30.45099999999934,30.60700000000338,30.521999999997718,30.507999999997537,30.881000000000824,30.53899999999743,30.418000000004497,30.492000000002406,30.43899999999411,30.92200000000389,30.29099999999829,30.58200000000255,30.397000000000673,30.420999999996923,30.56200000000331,30.786999999996567,30.431999999997572,30.50200000000558,30.423999999996454,30.467000000001576,30.448999999997284,30.356000000004713,30.423999999996454,30.436000000001684,30.464000000002045,30.469999999994002,30.443000000005327,30.515999999998655,30.37599999999685,0,59.08,25,168.16
7,32.45099999999468,30.83300000000122,30.95800000000537,31.026999999994587,30.719000000004826,30.95099999999462,30.71400000000324,30.647000000001867,30.93499999999949,30.740000000001544,30.67699999999718,30.80500000000086,30.81799999999646,30.687000000000353,30.709999999999127,30.554999999999666,30.713000000005763,30.790999999993574,30.697000000003527,30.687000000000353,30.571000000001902,30.708999999994546,30.683000000003346,30.69200000000194,30.661999999999523,30.706999999999596,30.710999999996602,30.619000000001506,30.737999999999488,30.61999999999898,0,61.39,50,172.78
8,53.46699999999771,31.96799999999911,32.13800000000333,32.201999999998066,31.91100000000091,31.756999999998925,31.990999999997882,32.085999999999615,31.877000000001487,31.950999999999397,32.17700000000434,31.95999999999799,32.03800000000001,31.739000000001738,31.970000000001164,31.88799999999503,31.811000000004697,32.085999999999615,31.918999999994924,31.945000000000334,31.79500000000246,31.86099999999925,32.02699999999936,31.91900000000203,31.779000000000224,31.911999999998386,31.924000000003616,32.06499999999579,31.708000000001846,31.94599999999781,0,61.39,50,172.78
9,9.344999999996162,63.15299999999979,61.66600000000244,61.712999999997464,60.842999999998426,62.173000000001366,60.59600000000387,62.50299999999953,60.84899999999749,61.397999999996955,61.3700000000037,61.34000000000128,61.2689999999958,60.65100000000001,64.97300000000195,61.385000000001355,61.36399999999753,61.32699999999858,61.272000000002436,61.83200000000255,61.195999999995365,60.63000000000329,61.11200000000139,61.20599999999854,61.166000000000054,61.22400000000283,60.64299999999889,64.66199999999844,61.12799999999652,-1,1152.5380689655105,53.56,7,-419.14903448275527
10,17.825999999999453,12.914999999999566,31.79500000000246,12.006999999996992,12.931999999999277,12.83600000000007,15.240000000005693,12.968999999998232,12.945000000001983,12.89899999999733,13.334999999997876,12.894000000002848,12.853999999997257,13.124000000004798,37.64299999999565,13.007999999999242,12.996000000001118,12.97800000000393,13.05399999999679,12.959999999999638,12.8389999999996,22.615000000001828,3.492999999998858,12.869999999999493,12.90000000000191,13.008999999996718,13.111999999999568,12.841000000001657,12.88600000000173,-1,0,61.39,50,172.78
11,34.98299999999688,40.694000000002006,41.06699999999819,40.791000000005795,40.99499999999523,41.31600000000191,40.776000000001034,40.802999999996814,40.52200000000283,43.29399999999595,38.599000000004935,40.65999999999548,40.54299999999955,40.62200000000615,40.57099999999991,41.21599999999859,40.5540000000002,40.63199999999512,40.56800000000038,40.613000000000454,41.181999999999164,40.47000000000622,40.74799999999357,40.48500000000388,40.71100000000172,40.67299999999818,40.56399999999627,40.589000000004205,40.52899999999937,-1,459.5765517241377,59.08,25,-61.62827586206885
12,30.923000000001366,34.154000000000906,34.54099999999727,34.328000000002135,34.061999999998704,34.306000000000836,34.67500000000001,34.381000000003326,34.00599999999798,34.18299999999874,34.21000000000163,34.15899999999539,34.65900000000488,34.2679999999973,33.9659999999995,34.17500000000473,34.03799999999535,34.1280000000026,34.53599999999568,34.03200000000339,34.077000000003466,34.26399999999319,34.074000000003934,34.56399999999604,34.049000000003105,34.091000000003646,34.13999999999362,33.92800000000307,34.32399999999802,-1,228.02331034482725,59.08,25,54.14834482758637
13,25.44799999999725,26.791000000002896,26.76299999999543,27.13200000000171,26.59500000000037,27.137000000003297,26.806999999998027,26.710000000001344,26.797999999999433,26.63899999999586,26.730000000000587,26.997999999998967,26.741000000001236,26.721000000001993,26.632999999996798,26.76100000000048,26.565000000005057,26.95800000000048,26.657999999997628,26.758999999998423,26.529000000003577,26.598999999997375,26.794000000002427,26.651999999998566,26.880999999995936,26.66600000000585,26.786999999998784,26.51199999999676,26.718999999999937,26.817999999998676,0,59.08,25,168.16
14,22.337000000000053,19.36799999999983,16.651000000000195,18.208999999999918,18.310999999999964,17.573999999999977,32.420000000000115,17.78999999999997,17.879999999999896,18.069000000000113,17.835999999999963,18.192999999999905,17.802000000000096,18.02999999999999,17.883000000000095,17.959999999999976,17.885999999999846,17.95900000000006,17.854999999999954,17.93400000000012,17.946999999999935,18.40900000000012,17.574999999999896,18.135000000000012,18.459999999999923,17.081000000000124,18.09499999999997,17.77800000000007,17.814999999999912,-1,0,61.39,50,172.78
15,31.473000000000084,35.792999999999964,35.82699999999939,35.650000000000404,35.88500000000039,36.19899999999987,35.55399999999942,35.58400000000006,35.820000000000185,35.58199999999978,35.47800000000034,36.01200000000038,35.59999999999963,35.53799999999985,35.63399999999994,35.490000000000244,35.48300000000015,35.662999999999556,35.89399999999987,35.47800000000034,35.48200000000001,35.519999999999996,35.51699999999958,36.05200000000064,35.505999999999815,35.46699999999969,35.58299999999992,35.57900000000025,35.511000000000514,35.54499999999994,65.3990000000002,59.08,25,135.4604999999999
