Chunk_num,index 0,index 1,index 2,index 3,index 4,index 5,index 6,index 7,index 8,index 9,index 10,index 11,index 12,index 13,index 14,index 15,index 16,index 17,index 18,index 19,index 20,index 21,index 22,index 23,index 24,index 25,index 26,index 27,index 28,index 29,stalling time,PSNR,Chunk Bitrate,QoE
1,16.69899999999913,25.77500000000299,25.79199999999915,25.80999999999989,25.801000000001295,26.58999999999878,25.733999999999924,26.14200000000011,25.83100000000016,26.029999999998665,25.797000000000736,25.95799999999926,25.853000000001458,26.810999999998586,25.67099999999911,26.031000000003246,25.852999999997905,25.94399999999908,25.68199999999976,26.056000000000523,25.833000000002215,25.78499999999906,25.84799999999987,25.619999999999976,26.046999999998377,25.662000000000518,26.822000000002788,25.63299999999913,25.991999999998683,-1,0,55.93,12,161.86
2,17.22700000000188,25.859999999997996,25.752000000000663,25.86200000000005,26.519000000000403,25.7000000000005,26.209999999998956,25.752000000000663,25.9539999999987,25.972000000002993,25.934999999996933,26.70500000000331,25.880999999998267,25.94399999999908,25.89200000000247,25.586999999998028,26.11399999999975,25.89200000000247,25.76699999999832,25.846000000001368,25.90399999999704,25.73200000000142,25.7460000000016,25.895999999999475,26.433999999998292,25.991000000001208,25.82999999999913,25.807000000000357,25.788999999999618,-1,0,55.93,12,161.86
3,18.228999999998052,28.241999999998768,27.53500000000031,27.398000000001588,28.00799999999981,27.48199999999912,27.723999999999194,27.39700000000056,27.699000000001917,27.35799999999955,27.71800000000013,27.391999999998973,27.79999999999916,28.123000000000786,27.70100000000042,27.40800000000121,27.681999999998652,27.381000000001876,27.577999999998326,27.447999999999695,27.623999999999427,27.28000000000108,27.69400000000033,27.340999999999838,27.642000000000166,28.137999999998442,27.656000000000347,27.442000000000633,27.488000000001733,-1,0,55.93,12,161.86
4,16.66099999999915,25.809000000002413,25.821999999998013,25.832999999998663,26.288999999998452,25.791000000005226,26.111000000000217,25.82999999999913,26.047999999995852,25.6779999999992,26.288000000000977,25.866999999998086,25.646000000001834,27.00200000000308,25.633999999996604,26.113000000002273,25.671000000002664,25.928000000000395,25.65799999999996,26.025999999994553,25.627000000000066,26.057999999999026,25.674000000002195,26.09499999999798,25.69000000000443,26.620999999998674,25.66399999999902,25.94900000000422,25.713999999993575,25.92400000000339,0,55.93,12,161.86
5,19.03700000000441,27.277999999995473,27.702000000005,27.718999999997607,27.875999999999124,27.476000000000056,27.92000000000172,27.41100000000074,27.78899999999851,27.510999999996955,27.696000000005938,27.569999999997208,28.660999999999603,27.746000000000492,27.41400000000027,27.45699999999829,27.974000000000387,27.27300000000099,27.605999999998687,27.597000000000094,27.57100000000179,27.27000000000146,27.68700000000024,27.653000000000816,28.3370000000005,27.594999999998038,27.782999999999447,27.281999999999584,27.428999999997927,27.339000000004887,0,55.93,12,161.86
6,26.34899999999618,45.98299999999966,45.87700000000439,46.88499999999607,45.65000000000197,46.542000000002304,45.94399999999865,45.8500000000015,46.281999999997936,45.901000000000636,46.32000000000147,45.863999999994576,46.368000000001075,47.17200000000332,46.21099999999956,45.77199999999948,46.26700000000028,45.68400000000139,46.191000000000315,46.00599999999844,45.47900000000027,46.20999999999498,46.023000000005254,45.91899999999782,45.96300000000042,46.91400000000101,46.71799999999848,45.49899999999951,46.30199999999718,45.90400000000017,364.04899999999475,55.93,12,-20.164499999997375
7,25.337000000000387,45.95199999999977,46.0430000000045,46.698999999996715,45.962000000002945,45.78499999999508,46.49100000000317,45.63699999999926,46.5069999999983,45.736000000005106,46.43899999999945,45.69099999999793,47.94499999999857,45.838000000003376,45.97899999999555,46.015000000004136,46.00699999999591,45.91800000000035,45.98100000000471,45.59399999999414,46.50099999999924,45.580000000001064,45.96899999999948,45.98800000000125,46.00700000000302,47.23200000000105,45.656999999998504,46.31200000000035,45.86899999999616,45.882000000005974,362.5530000000059,55.93,12,-19.416500000002955
8,24.724000000006185,45.98499999999461,45.8500000000015,47.051000000003285,45.43999999999926,46.531000000001654,46.05899999999963,46.03499999999627,46.17199999999855,46.04400000000197,47.54199999999997,46.041999999999916,45.932999999998,46.03099999999927,45.90400000000017,46.10600000000176,45.76099999999883,46.14400000000529,45.744999999996594,46.306999999998766,47.091999999999246,46.05700000000468,45.45299999999486,45.97100000000154,45.998000000004424,45.65900000000056,45.77199999999948,45.81100000000049,45.81400000000002,45.952999999997246,360.98600000000425,55.93,12,-18.633000000002127
9,16.558000000003403,23.798999999996795,24.29100000000517,24.406999999996515,24.222999999999217,24.94800000000197,24.62500000000034,24.166999999998495,24.458000000002755,24.495999999999185,24.380000000000734,25.150999999993928,24.274000000005458,24.473999999997886,24.27899999999994,24.332999999998606,24.56200000000308,24.218999999995106,24.29100000000517,24.625999999997816,24.132999999999072,24.734000000002254,24.464999999999293,24.149999999998784,24.459999999997706,24.352000000000373,24.101000000001704,24.424000000003332,24.130999999997016,-1,0,55.93,12,161.86
10,16.975000000002183,25.91499999999769,25.82500000000465,25.771999999996353,26.516000000000872,25.646000000001834,26.3220000000004,25.6079999999983,26.274000000000797,25.77200000000346,25.932999999994877,25.835999999998194,25.805000000005407,26.04199999999679,26.71099999999882,26.232000000000255,25.303000000000964,26.049999999997908,25.581999999999994,26.18100000000112,25.67600000000425,25.846000000001368,25.67399999999509,26.287000000003502,25.577999999995882,25.99400000000429,26.51300000000134,25.95699999999823,25.619999999996423,25.60600000000335,0,55.93,12,161.86
11,90.36100000000147,25.477999999999668,28.510999999994624,28.48900000000043,28.846999999998957,28.400000000004866,28.45299999999895,28.573000000001514,30.49299999999988,26.733000000000118,28.397999999995704,28.708000000001732,28.458999999998014,28.566000000004976,28.492999999997437,28.500999999998555,28.441000000000827,28.4860000000009,28.51700000000079,28.49700000000155,28.47999999999473,28.6000000000044,28.3590000000018,28.50199999999603,28.72400000000397,28.238999999999237,28.546999999996103,28.446000000002414,28.596999999997763,28.672999999997728,0,61.39,50,172.78
12,14.124000000000025,8.893999999999957,8.838000000000124,15.568999999999944,8.237999999999968,9.23800000000008,31.591999999999842,7.008000000000125,8.896999999999933,9.039999999999937,9.206999999999965,8.947000000000038,8.858000000000033,8.879000000000081,8.96600000000003,9.19099999999995,8.785000000000043,9.265999999999996,8.748999999999896,8.840000000000181,9.414000000000033,8.509999999999796,9.182000000000023,9.104999999999919,8.704999999999963,8.789000000000158,9.485999999999883,8.52900000000023,8.931999999999718,-1,0,61.39,50,172.78
13,14.197999999999489,12.083999999999762,5.226000000000397,16.124999999999723,8.340000000000458,8.755999999999986,8.699000000000012,15.684000000000253,8.606999999999587,8.697999999999873,61.09999999999971,10.102000000000722,9.290999999999272,7.932000000000272,15.614000000000239,6.664999999999921,5.930000000000213,9.005000000000152,8.319999999999439,8.712000000000053,11.142999999999681,6.19700000000023,8.650000000000269,8.531999999999762,8.656000000000219,8.765999999999607,8.859000000000172,8.51700000000033,8.581999999999645,-1,0,61.39,50,172.78
14,16.88500000000026,8.774000000000726,10.083999999999094,15.074000000000254,10.19699999999979,10.151000000000465,10.142999999999347,16.365000000000407,10.740999999999445,9.406000000000247,22.508000000000195,10.357000000000838,10.110999999998427,10.136000000001033,9.897000000000489,10.46699999999845,10.0750000000005,10.051000000000698,10.02699999999912,9.990000000000165,10.222999999999871,9.759999999999991,10.129000000000943,11.911999999998812,7.608000000001169,10.145999999998878,10.0750000000005,10.53800000000038,9.696999999999178,-1,0,61.39,50,172.78
15,14.905999999999864,8.98300000000063,9.482999999999464,9.232000000000795,9.387000000000256,9.281999999998902,9.515999999999636,9.379000000000914,9.249999999999758,9.328000000000003,9.344999999999715,9.432000000000329,9.249000000000507,9.482999999999464,9.558000000000177,9.073000000000775,9.324999999998695,9.2920000000003,9.358000000000644,9.209999999999496,9.408000000000527,9.231999999999019,9.448000000000789,9.302999999999173,9.373000000000076,9.351999999999805,9.46200000000097,9.171000000000262,9.392000000000067,-1,0,61.39,50,172.78
16,14.352999999999838,9.343999999998687,9.099000000002633,21.119999999999806,9.247999999999479,9.342000000000183,9.368999999999517,15.51900000000117,9.285999999999461,9.342000000000183,9.249999999997982,9.261000000002184,9.333999999999065,9.903999999998803,8.713000000000193,9.180000000000632,9.360999999998398,9.28299999999993,9.19500000000184,12.620999999999327,5.8760000000006585,9.340999999999156,9.319999999998885,9.451000000002097,10.086999999998625,8.290000000002351,9.203999999996881,9.392000000001843,9.295999999999083,-1,0,61.39,50,172.78
17,16.100999999999033,10.864000000001539,11.014999999996888,21.825000000003314,11.046999999997809,14.14400000000171,37.345999999999435,11.077000000000226,10.790999999997553,10.986000000002605,22.85799999999938,9.647999999998547,10.851999999999862,43.08500000000137,9.519999999998419,10.925000000000296,10.875000000002188,10.982999999999521,10.95499999999916,10.811000000000348,11.064000000001073,12.703999999999382,10.284999999999656,9.73899999999972,10.958999999999719,10.974000000000927,10.927999999999827,10.91599999999815,10.91700000000273,-1,0,61.39,50,172.78
18,63.66200000000077,11.257999999997992,11.31600000000077,11.30200000000059,17.136000000000706,11.350000000000193,11.336999999997488,11.293000000001996,15.11899999999855,11.437000000000808,11.238999999999777,11.60899999999998,10.981000000001018,11.364999999997849,11.333000000000482,11.321999999999832,11.351000000001221,11.198000000000263,11.334999999998985,11.317000000001798,11.280999999996766,11.568000000000467,12.724999999999653,9.75700000000046,11.269000000002194,11.415999999996984,11.35200000000225,11.314999999999742,11.165999999999343,11.278000000000787,0,61.39,50,172.78
19,25.151000000001034,46.10799999999671,45.69100000000148,46.7019999999998,45.94600000000071,46.29399999999961,45.819999999999084,46.3210000000025,45.89099999999746,46.41200000000012,45.85700000000159,46.320999999998946,47.07600000000056,46.358000000001454,45.87699999999728,46.45600000000272,45.66999999999766,45.96400000000145,45.80100000000087,46.003999999999934,45.98299999999966,45.87699999999728,45.93800000000314,46.01999999999862,47.15699999999856,46.110000000002316,45.90400000000017,45.90099999999708,45.72400000000343,45.807999999997406,362.1419999999984,55.93,12,-19.210999999999203
20,25.19399999999905,45.909000000001754,45.882999999999896,46.65199999999814,45.86700000000121,45.80900000000199,46.65999999999926,45.77799999999854,46.306999999998766,45.87900000000289,46.39399999999938,45.79999999999984,46.45400000000066,47.02199999999834,46.21700000000217,45.89099999999746,46.43599999999992,45.82200000000114,45.521999999998286,46.31400000000241,47.52500000000026,44.35999999999751,45.84600000000094,45.905000000001195,46.299999999998676,45.640000000002345,47.22099999999685,46.00600000000199,46.08400000000046,-1,634.520413793105,55.93,12,-155.4002068965525
21,24.75000000000449,45.90199999999811,45.9899999999962,45.871000000005324,47.002999999996575,45.73299999999847,46.32400000000558,45.94299999999407,46.29200000000111,46.36599999999902,45.90600000000222,47.32100000000372,46.098999999998114,45.935999999997534,46.01999999999862,45.98200000000219,46.039000000000385,46.12099999999941,45.78300000000013,45.929000000001,45.95599999999678,46.036000000000854,45.985999999999194,47.252000000000294,45.63399999999973,46.164000000004535,45.83799999999627,45.79700000000031,45.89200000000204,45.55299999999818,361.4180000000007,55.93,12,-18.849000000000345
22,70.53200000000004,23.15099999999859,23.187999999997544,23.350999999998123,23.10500000000104,23.13699999999841,23.23200000000014,23.236000000004253,23.384999999997547,23.189000000002125,22.95999999999765,23.090000000003386,23.12599999999776,23.102999999998985,23.16900000000288,23.08000000000021,23.17599999999942,23.07899999999563,23.108000000000573,23.133000000001402,23.177000000004,23.0539999999948,23.07800000000526,23.196999999996137,23.268999999999096,22.949000000004105,23.21699999999538,22.981000000001472,23.24999999999733,-1,0,61.39,50,172.78
23,21.539000000004194,17.93299999999931,18.214999999997872,18.014999999998338,17.97200000000032,18.090000000000828,17.955999999998085,17.951000000003603,18.07900000000018,17.88299999999765,18.197000000000685,17.721000000001652,18.26499999999953,17.770999999996206,17.78200000000396,18.04599999999823,17.974999999999852,17.83100000000104,17.839999999999634,17.985000000003026,18.177999999998917,17.755000000001075,17.937999999993792,17.876000000001113,17.872000000004107,18.022999999999456,17.837999999997578,17.924999999998192,18.000000000000682,-1,0,61.39,50,172.78
24,16.213000000000477,11.105999999998062,11.02499999999651,15.976999999999464,11.003999999999792,11.286000000005458,10.965999999996257,63.15500000000185,10.891000000000872,10.971999999995319,50.39299999999969,11.665000000000703,11.01000000000596,11.161999999998784,11.032999999997628,11.136999999997954,11.382000000004666,10.774999999995316,11.213000000005025,10.94999999999402,11.283000000005927,10.976999999996906,11.034000000002209,11.05299999999687,11.042000000003327,11.122999999997774,11.121000000002823,10.992999999999142,11.068999999999107,-1,0,61.39,50,172.78
25,17.011000000003662,10.653999999995278,11.095000000004518,16.947999999999297,10.784000000001015,11.16400000000084,11.524999999998897,10.700999999997407,10.983000000003074,14.43599999999634,9.868000000004429,10.712999999995532,11.208000000003437,10.998999999998205,11.040999999998746,11.2269999999981,11.081000000004337,11.02300000000156,11.033999999995103,11.110999999999649,11.075000000005275,11.07499999999817,11.092999999995357,11.095000000004518,11.195000000000732,10.89799999999741,12.100000000003774,10.028999999995847,11.41600000000409,-1,0,61.39,50,172.78
26,15.455000000002883,8.874999999996191,9.497000000003197,9.325999999994394,9.305000000004782,9.59100000000035,21.8319999999963,8.645999999998821,9.501000000000204,9.980000000005873,15.301999999998372,10.970999999997844,7.832000000000505,9.357000000001392,9.368000000002041,9.559999999993352,9.243000000004997,9.399999999999409,9.399999999999409,9.37900000000269,9.359999999993818,9.318000000000382,9.354999999999336,9.500000000002728,10.500999999997873,8.297000000005994,9.340999999999156,9.378999999995585,9.259000000000128,9.382999999999697,0,61.39,50,172.78
27,17.324000000002115,9.786999999995771,15.201000000004683,10.246999999999673,10.652999999997803,11.184999999997558,10.35399999999953,10.74700000000206,10.747999999999536,10.719999999999175,10.788000000005127,10.717999999997119,20.284000000003743,9.92499999999552,10.745000000000005,10.687000000004332,10.701999999994882,10.649999999998272,10.767000000001303,10.678000000005738,10.743999999995424,10.75999999999766,10.736000000001411,11.109000000004698,10.232999999999493,10.72099999999665,10.65600000000444,10.804999999997733,10.933000000001414,-1,0,61.39,50,172.78
28,55.23900000000026,10.767999999998779,10.937000000005526,11.155999999999722,10.978999999998962,11.075999999995645,14.780000000001792,11.04800000000239,11.12699999999478,11.117000000005817,17.566999999999666,9.76800000000111,11.097999999996944,11.487999999999943,10.696000000002925,11.16599999999579,11.147999999998603,10.942000000000007,17.27600000000251,7.623999999999853,10.804000000000258,10.967000000000837,11.136999999997954,11.105999999998062,11.085000000001344,10.992999999999142,11.160000000003834,11.043999999998277,11.167999999997846,-1,0,61.39,50,172.78
29,27.044000000000068,9.43399999999972,9.281000000000095,9.830000000000005,17.555999999999905,8.774999999999977,44.833000000000126,9.390999999999927,10.11899999999999,10.018000000000082,10.019999999999918,10.137000000000285,9.926000000000101,9.97899999999996,10.162999999999922,10.05900000000004,9.981999999999935,10.248999999999953,9.815999999999825,10.06100000000032,9.928999999999633,10.112000000000343,10.032999999999959,9.95799999999969,10.170000000000012,10.029000000000288,9.933999999999887,10.040000000000049,10.019999999999918,-1,0,61.39,50,172.78
