Chunk_num,index 0,index 1,index 2,index 3,index 4,index 5,index 6,index 7,index 8,index 9,index 10,index 11,index 12,index 13,index 14,index 15,index 16,index 17,index 18,index 19,index 20,index 21,index 22,index 23,index 24,index 25,index 26,index 27,index 28,index 29,stalling time,PSNR,Chunk Bitrate,QoE
1,39.76100000000571,34.42399999999424,34.306000000000836,34.458000000000766,34.21300000000116,34.404999999999575,34.29299999999813,34.26600000000235,34.43699999999694,34.19900000000098,34.47700000000253,34.010000000002094,34.3820000000008,34.19599999999434,34.85600000000488,33.50999999999971,34.99000000000052,33.48499999999888,34.282999999994956,34.22400000000181,34.19500000000397,34.27199999999431,34.229000000003396,34.218000000002746,34.21900000000022,34.28599999999449,34.13100000000213,34.29700000000224,34.21499999999611,-1,240.43213793103547,51.51,50,32.80393103448226
2,25.440999999999825,22.232999999999947,24.583000000000244,20.853999999999928,22.02100000000007,22.235999999999922,21.863999999999884,21.997000000000266,21.951000000000054,22.13799999999999,22.01299999999984,22.702999999999918,21.40500000000012,21.8919999999998,22.03500000000025,24.626000000000037,20.02899999999963,22.706000000000337,26.59300000000009,16.509999999999803,24.707999999999952,19.24500000000018,25.531999999999666,18.42200000000016,22.19099999999985,22.013000000000282,21.614000000000022,22.226999999999997,21.920999999999857,-1,0,51.51,50,153.01999999999998
3,20.87000000000039,19.66499999999982,22.172000000000303,22.362999999999467,22.26499999999998,22.91200000000071,22.312999999999583,22.42299999999986,22.60700000000071,22.24799999999938,22.28899999999978,22.44700000000055,22.831000000000046,22.673999999999417,24.366000000000554,20.378000000000007,22.173999999999694,22.45900000000045,22.292999999999452,22.31400000000061,22.488000000000063,22.184999999999455,22.313999999999723,22.45600000000003,22.316000000000003,23.032000000000608,22.3040000000001,22.345999999999755,22.26000000000017,22.39599999999964,0,45.46,12,140.92000000000002
4,45.61899999999852,16.86600000000027,32.59399999999957,33.30700000000064,32.48499999999943,32.96400000000155,32.857999999999166,32.55700000000061,32.707999999999515,32.700999999999425,32.82300000000049,32.702999999999705,32.83599999999964,33.62100000000012,32.756000000000896,32.679999999999154,32.70000000000017,32.723999999999975,32.65600000000113,32.665999999998974,32.602000000000686,32.60599999999947,32.66200000000019,32.721999999999696,33.59400000000079,32.43099999999899,32.719000000000165,32.84900000000057,32.64899999999926,32.68399999999971,0,45.46,12,140.92000000000002
5,12.36699999999935,4.904999999999049,4.5890000000010644,4.801999999999751,5.195000000000505,5.157999999999774,4.816999999999183,5.240999999999829,5.0610000000013144,4.9399999999995,5.081000000000557,5.017999999999745,5.129999999999413,5.081000000000557,4.875000000000185,5.2760000000002805,5.2229999999990895,4.758999999999958,5.219000000000307,5.139999999999034,5.326000000000164,4.7399999999999665,4.825000000000301,5.193000000000225,5.1120000000004495,4.901999999999518,5.1229999999993225,5.379000000001355,4.7800000000002285,-1,0,51.51,50,153.01999999999998
6,31.762999999997987,32.54100000000193,32.75700000000015,32.95100000000062,32.79500000000013,33.06699999999907,32.61099999999928,32.67900000000168,32.770999999996775,32.938000000001466,32.71799999999914,32.77399999999986,32.61499999999984,32.77800000000042,32.99200000000013,32.68399999999971,32.73100000000184,32.671999999998036,32.59800000000013,32.62600000000049,32.54400000000146,32.69599999999784,32.72700000000128,32.70200000000045,32.613000000001335,32.86599999999851,32.43699999999805,32.58900000000153,32.6650000000015,32.8160000000004,0,48.59,25,147.18
7,36.04299999999938,34.19399999999939,34.91,34.15299999999988,34.43199999999891,34.458000000000766,34.28700000000262,34.49099999999916,34.14300000000026,34.2199999999977,34.437000000000495,34.13199999999961,34.29400000000271,34.23999999999694,34.22199999999975,34.299000000000746,34.17500000000118,34.209999999998075,34.22600000000031,34.55600000000203,34.05700000000067,34.085999999998506,34.35400000000044,34.114999999999895,34.19200000000089,34.25799999999768,34.245999999999555,34.349000000002405,33.99100000000033,34.25499999999815,30.024999999998414,51.51,50,138.0075000000008
8,56.85000000000073,35.77399999999997,35.62200000000004,35.89699999999851,35.76299999999932,35.48000000000329,35.602999999998275,35.77800000000053,35.74899999999914,35.78100000000006,35.45199999999937,35.59399999999968,37.258000000001346,33.66899999999973,35.59100000000015,35.751999999998674,35.51300000000168,35.588999999998094,35.667000000000115,35.530000000001394,35.561000000001286,35.77399999999997,35.47399999999712,35.551000000001665,35.58500000000109,35.446999999997786,35.84200000000237,35.54699999999755,35.540000000001015,35.59699999999921,89.82999999999919,51.51,50,108.1050000000004
9,8.254000000000872,41.314999999997326,50.0050000000023,62.41499999999789,50.628000000003226,50.573999999997454,49.67600000000161,50.72799999999944,49.92999999999981,50.79900000000137,50.39299999999969,49.65199999999825,51.21000000000109,50.34900000000064,49.813999999997804,50.86700000000022,49.801000000002205,52.09299999999928,49.64499999999816,49.882000000000204,51.51100000000142,50.98900000000128,53.083999999998355,49.82100000000145,50.88399999999993,49.93499999999784,50.76500000000195,50.463999999998066,49.91100000000159,49.81499999999883,475.20899999999955,42.38,7,-102.84449999999975
10,18.861000000001127,14.509000000000327,63.810000000000144,13.367999999999824,14.46799999999726,14.457000000000164,14.835000000001486,14.452999999999605,14.317000000001912,14.483999999999497,19.501999999999242,16.80599999999899,12.084000000001538,15.10099999999781,13.99200000000178,14.438999999999425,14.382999999998702,14.536000000003213,14.398999999997386,14.442000000002508,14.434999999998865,14.382000000001227,14.486999999999028,14.465999999998758,14.407999999999532,14.564000000000021,14.417000000001678,14.476999999999407,14.341000000001713,-1,0,51.51,50,153.01999999999998
